word, uni_lemma, avg_surprisal
airplane,airplane,NA
all,all,4.566766711761211
animal,animal,13.773751980917794
another,another,5.106848248039804
apple,apple,10.492928575349334
arm,arm,11.989807524771061
asleep,asleep,5.927900351352573
aunt,aunt,NA
away,away,4.089279292772214
baby,baby,5.6580893313411345
babysitter,babysitter,NA
back,back (location),4.183301595216844
bad,bad,15.014000866864178
ball,ball,7.082284855686761
balloon,balloon,11.32583345905427
banana,banana,11.211770673130834
bath,bath,7.40196647644043
bathroom,bathroom,10.07231616973877
bathtub,bathtub,NA
beach,beach,12.786527490615844
beads,beads,14.589176177978516
bear,bear,18.796940693488487
bed,bed,4.291026794392129
bedroom,bedroom,9.650561610135165
bee,bee,16.298887491226196
bib,bib,10.998674640916798
bicycle,bicycle,16.670764958416974
big,big,4.393834922057359
bird,bird,11.978058710098267
bite,bite,12.685609767311497
blanket,blanket,15.32610764503479
block,block,20.970480812920464
blow,blow,12.495196474009546
blue,blue,8.217429460797991
book,book,5.243165987584649
boots,boots,14.507638109141382
bottle,bottle,5.96604335030844
bowl,bowl,9.692153218766334
box,box,5.662827338202525
boy,boy,8.961166740745627
bread,bread,10.676992161329402
break,break,5.2938912462743914
breakfast,breakfast,7.302773109771921
bring,bring,8.091999152127434
broken,broken,7.008204327827973
broom,broom,11.281936645507812
brother,brother,15.411351550709117
brush,brush (object),12.492313657488141
bubbles,bubbles,24.634101968062552
bug,bug,NA
bump,bump,30.296288192272186
bunny,bunny,19.645683924357098
bus,bus,11.312879900778494
butter,butter,20.93390424789921
butterfly,butterfly,14.995011488596598
button,button,20.411740596477802
bye,bye,12.692030456148345
cake,cake,8.04598437666328
candy,candy,NA
car,car,5.348049900444949
careful,careful,5.4681555844078495
carrots,carrots,17.575771954594828
cat,cat,10.247231809909527
cereal,cereal,21.554848972119782
chair,chair,4.52810056464186
cheek,cheek,12.092911084493002
cheerios,cheerios,NA
cheese,cheese,18.129277901215985
chicken,chicken (animal),17.26860515276591
chicken,chicken (food),17.26860515276591
child,child,22.6215025583903
church,church,12.88986587524414
clean,clean (action),9.692335767130698
clean,clean (description),9.692335767130698
clock,clock,13.185117646267539
close,close,22.937129436395107
coat,coat,13.011238959527784
cockadoodledoo,cockadoodledoo,27.034820773384787
coffee,coffee,10.259881101548672
cold,cold,10.141808220416824
comb,comb (object),28.136616193331204
cookie,cookie,17.3039813041687
couch,couch,12.66671895980835
cow,cow,9.215174573043297
cracker,cracker,NA
crib,crib,NA
cry,cry,13.246373298320364
cup,cup,7.363038912941428
cute,cute,12.57907485961914
daddy,daddy,4.73284374851791
dance,dance,29.56288937159947
dark,dark,17.251867784036172
day,day,7.596987881401713
deer,deer,21.364715576171875
diaper,diaper,NA
dinner,dinner,4.964745587020209
dirty,dirty,10.586546910952215
dish,dish,11.60554027557373
dog,dog,13.013333049187294
doll,doll,13.011575889587402
dont,don't,3.3441269697369758
donkey,donkey,14.578769505023956
door,door,4.6386143740079575
down,down,2.884016117278422
draw,draw,9.216896082094202
drawer,drawer,14.829704789554372
dress,dress (object),8.48273340066274
drink,drink (action),6.878957644174266
drink,drink (beverage),6.878957644174266
drive,drive,13.392565179378428
dry,dry (description),10.023414550943578
duck,duck,15.604659049134506
ear,ear,14.690819931030273
eat,eat,4.7295565283487715
egg,egg,13.12767445473444
elephant,elephant,11.978508801804375
empty,empty,26.211128575461252
eye,eye,9.294206265745492
face,face,4.925252169370651
fall,fall,5.407125859357873
fast,fast,25.18100861580141
feed,feed,9.796285504880158
fine,fine,19.058397813276812
finger,finger,6.478211608685945
finish,finish,8.368650181458728
firetruck,firetruck,NA
fish,fish (animal),8.976631825430351
fish,fish (food),8.976631825430351
flower,flower,12.431499394503506
food,food,9.265045241554185
foot,foot,6.858226537704468
fork,fork,11.883575817895315
frog,frog,14.063463006700788
garage,garage,8.48201270536943
garden,garden,7.9180542105122615
gentle,gentle,28.170241282536434
get,get,3.3163546827343877
giraffe,giraffe,16.203594100090765
girl,girl,1.415715274741896
give,give,5.433394548711012
glass,glass,18.249600569407146
glasses,glasses,21.772624015808105
go,go,3.176900300116151
good,good,5.957876146161183
goose,goose,14.203121423721313
grandma,grandma,10.982750538623694
grandpa,grandpa,26.17768472306272
grrr,grrr,35.304881303206734
hair,hair,4.697464508669717
hammer,hammer,12.381155522664388
hand,hand,3.8737636711580534
happy,happy,11.095936845850062
hard,hard,6.484750242098003
hat,hat,7.5208175891154525
head,head,3.46998599961104
hello,hello,14.795019007440823
help,help,4.984329638610015
her,her,3.817995666637145
hi,hi,37.229488372802734
his,his,5.282273322343826
hit,hit,8.590923520234915
home,home,8.185900229993074
horse,horse,9.922498687108357
hot,hot,6.692316630711923
house,house,4.147043129376002
how,how,5.628566511597644
hug,hug,38.453460693359375
hungry,hungry,7.404864817857742
hurry,hurry,30.224037068230764
hurt,hurt (description),5.7770743836237735
i,i,3.623107348603514
in,in,2.9358360096168497
inside,inside,10.823800168138868
it,it,1.841909719577349
jacket,jacket,15.305391584123884
jeans,jeans,23.443490346272785
juice,juice,10.138372906771574
jump,jump,14.342174851376077
keys,keys,17.19798731803894
kick,kick,13.755286031694554
kiss,kiss,10.53914378796305
kitchen,kitchen,5.843004302731876
kitty,kitty,37.88063049316406
knee,knee,5.5807493236086785
lady,lady,7.552767038345337
lamb,lamb,17.999643783569336
lamp,lamp,11.781562328338623
later,later,9.214808325731118
leg,leg,9.120990327688364
light,light (object),13.066349855109827
lion,lion,12.774075521363152
little,little (description),4.665881560398982
look,look,4.659187850414898
love,love,12.751492023468018
lunch,lunch,11.10631657563723
man,man,7.862332209518978
me,me,2.0741651025217624
meat,meat,19.075617960521154
medicine,medicine,11.76242921226903
meow,meow,31.087392234802245
milk,milk,10.609135636112146
mine,mine,7.1770332300550885
mommy,mommy,NA
money,money,8.253744706030815
monkey,monkey,11.323028177022934
moo,moo,25.688185206326573
moon,moon,22.2315315246582
more,more,4.553660839523899
morning,morning,8.631684655944506
motorcycle,motorcycle,NA
mouse,mouse,17.70055685043335
